String ID,Dev Notes / Context,Character Limit,Text
Weight carried and running influence accumulated fatigue,Loading screen tips,256,負重和奔跑會加劇疲勞
You can add a marker on the minimap by pressing RMB,Loading screen tips,256,在地圖上右鍵點擊以添加標記
The doctor can heal you,Loading screen tips,256,醫生可以治療你，也可以幫你修理護甲
Shooting with a scope grants 100% accuracy and no bullet travel time,Loading screen tips,256,使用高倍率瞄準鏡且準星精準指向目標時，射出的子彈會瞬間命中
"Weapons durability influence the accuracy, damage and the chance of jam",Loading screen tips,256,耐久損耗會降低槍械的傷害和準確度，甚至導致卡殼
"Before using a kit for a module, you must first install it via the Personal Device",Loading screen tips,256,先在個人終端中規劃模組位置，然後進行安裝
Use a repair kit restore the durability of weapons and armour,Loading screen tips,256,使用修理套件恢復槍械和護甲的耐久
Once you have reached the maximum level of a skill you can select a specialisation,Loading screen tips,256,基礎技能達到最高等級後可以選擇一項專精
You move slowly if overencumbered,Loading screen tips,256,超重後只能緩慢移動
"To increase the number of stashes in the bunker, you have to build a storage kit",Loading screen tips,256,安裝儲藏模組以增加儲藏頁
"You can die quickly, choose wisely when to engage",Loading screen tips,256,死亡如影隨形，三思而後行
You can only die of radiation when the indicator is red,Loading screen tips,256,指示器變爲紅色表明目前輻射程度足以致死
Enemies have reduced vision at night,Loading screen tips,256,在夜間，敵人的視距會降低
Wounds decrease your max HP,Loading screen tips,256,傷口會降低你的最大生命值
Press Fire Button to end an animation,Loading screen tips,256,開火會結束角色的其他動作
Press R to rotate an item whilst in the inventory screen,Loading screen tips,256,按R旋轉背包/儲藏中的物品
You can mitigate your weapons recoil by pulling back in the opposite direction.,Loading screen tips,256,反向拖動滑鼠以抵消槍械後座力
Reticle placement matters. Reduce glancing shots by having your reticle directly over your target when shooting.,Loading screen tips,256,射擊時將準星直接指向目標可減少跳彈
"Swapping to a pistol is faster than any other type of weapon swap, making it the perfect backup weapon in a pinch.",Loading screen tips,256,作爲切換速度最快的槍械，手槍是完美的副手備用武器
"Be vigilant, some enemies are tougher than others, indicated by what armor they are wearing.",Loading screen tips,256,保持謹慎，觀察敵人的護甲，判斷他們的強弱程度
"Grenades are high value items, incredibly useful, but not to be wasted.",Loading screen tips,256,手榴彈不僅是高價值物品，在戰術上也別有妙用
Speak to the Networker in the bunker for additional quests and rewards each day.,Loading screen tips,256,每天與地堡中的聯絡員交談，領取任務和報酬
"Knowing your effective range, is knowing your enemies'. Keep an eye on enemy loadouts and adapt your strategy.",Loading screen tips,256,瞭解槍械的有效射程就是了解你的敵人，關注他們的裝備，審時度勢並調整戰術
Grenades are a great way to make an enemy move or perish. Use them to push positions.,Loading screen tips,256,使用手榴彈壓制或消滅敵人
"Holding RMB to aim your weapon will extend your view distance, with optical scopes increasing it considerably.",Loading screen tips,256,按住右鍵延長視野，使用光學瞄準鏡會顯著增強效果
"Attaching a reflex sight to your weapon will make your reticle positioning more forgiving, making glancing shots less likely.",Loading screen tips,256,使用高倍率瞄準鏡會使準星更爲精準，進而減少跳彈
Don’t peek the same corner! Enemies will react much more quickly when targeting near your last known position.,Loading screen tips,256,別一直從同一個角落探頭！敵人會瞄準你最後出現的方位，不要跟他們比拼反應
Landmines are an effective tool to defend against rushing enemies. Just remember where you put them.,Loading screen tips,256,地雷能有效抵禦一擁而上的敵人，但別忘了地雷的放置地點
"Specialist ammo types can alter a weapon's effective range, such as shotguns and slugs.",Loading screen tips,256,特殊彈藥能改變槍械的有效射程，比如霰彈槍的獨頭彈
Enemies will remember your last position in an encounter. Use that against them with flanking tactics.,Loading screen tips,256,在遭遇戰中，敵人會記住你最後出現的方位，儘量從側面發起進攻
Shotguns and SMGs offer unmatched firepower at close ranges.,Loading screen tips,256,霰彈槍和衝鋒槍在近距離內提供強大火力
"Snipers & DMR’s have the longest effective ranges out of any weapon types, but will struggle to make full contact shots at close range, best complemented with a short range weapon for close combat.",Loading screen tips,256,狙擊槍和精確射手步槍擁有最遠的有效射程，但在近距離內難以正中目標
Counter incoming flashbangs by looking away to counter the blinding effects.,Loading screen tips,256,調整視野以免受閃光彈致盲影響
Join the Discord server to stay up-to-date with the game development (click on Patch Notes in the main menu),Loading screen tips,256,加入 Discord 伺服器以掌握遊戲開發的最新動態（點擊主選單的版本說明）
Igor's house,Marker names,48,伊戈爾的房子
Normal,Marker names,48,普通
Crimson outpost,Marker names,48,深紅公司前哨站
Christmas Airdrop,Marker names,48,聖誕空投
Always remember to bring food and drink with you,"Tips, currently unused",256,永遠不要忘記帶上食物和飲品
If you haven't slept in a while you'll start to lose stamina max,"Tips, currently unused",256,長時間不睡覺會導致最大體力值減少
"Doctor can cure hp, wounds and radiation","Tips, currently unused",256,醫生可以恢復血量、治癒傷口並祛除輻射
"Weapons in poor condition do less damage, are inaccurate and can jam","Tips, currently unused",256,武器欠缺保養會導致傷害減少、準度下降且容易卡殼
You can repair weapons and armor by yourself if you have the workshop module,"Tips, currently unused",256,有工作坊模組就能自己修理武器和護甲
"Pay attention to your stamina, always keep some in case you need to escape quickly","Tips, currently unused",256,多留意體力值，務必要留一點以備不時之需
By increasing your reputation level you'll unlock new missions and new equipment from the vendors,"Tips, currently unused",256,提高聲望等級，就能從供應商處解鎖新的任務和裝備
If you die you will receive half the experience,"Tips, currently unused",256,死亡會失去一半的經驗值
"In each map there are hidden stashes, they can contain anything.","Tips, currently unused",256,每張地圖都有隱藏儲藏，什麼物資都有可能出現。
Transfusion 1,Skill Names,64,輸血 1
Increase max HP by 10,Skill Descriptions,128,最大生命值 +10
Transfusion 2,Skill Names,64,輸血 2
Mutated Platelet,Skill Names,64,變異血小板
Restore 0.5% of missing HP every second,Skill Descriptions,128,每秒恢復失去生命值的 0.5%
+10% weapon damage,Skill Descriptions,128,武器傷害 +10%
Integrated Armor,Skill Names,64,一體式護甲
-10% damage received,Skill Descriptions,128,受到傷害 -10%
Sixth sense,Skill Names,64,第六感
15% chance to not die from a fatal hit,Skill Descriptions,128,15% 機率不會因致命一擊死亡
Strong Blood,Skill Names,64,強血
-30% chance to bleed,Skill Descriptions,128,出血機率 -30%
Critical shot,Skill Names,64,致命一擊
15% to kill the target if their HP is less than 20%,Skill Descriptions,128,目標生命值低於 20% 時有 15% 機率直接擊殺
Soldier training,Skill Names,64,士兵訓練
+10% accuracy and -10% recoil,Skill Descriptions,128,準確度 +10% ，後座力 -10%
Basic craftmanship course,Skill Names,64,基礎工藝課程
Unlock basic gear crafting,Skill Descriptions,128,解鎖基礎裝備製作
Master craftmeaship course,Skill Names,64,工藝大師課程
Unlock all crafting,Skill Descriptions,128,解鎖所有物品製作
Advanced craftmanship course,Skill Names,64,高級工藝課程
Unlock more crafting,Skill Descriptions,128,解鎖更多物品製作
Charisma 1,Skill Names,64,魅力 1
Increase selling price by 5%,Skill Descriptions,128,賣出價格 +5%
Charisma 2,Skill Names,64,魅力 2
Increase selling price by 7%,Skill Descriptions,128,賣出價格 +7%
Friend or the train conductor,Skill Names,64,列車長的朋友
Decrease the price of entering a map by 25%,Skill Descriptions,128,進入地圖的費用 -25%
Just because it is you,Skill Names,64,因為是你
Traders sell more quantity of items,Skill Descriptions,128,商人販賣物品數量增加
Inventory 1,Skill Names,64,背包 1
Unlock more items from traders,Skill Descriptions,128,解鎖更多商人售賣的物品
Lost and found,Skill Names,64,失物招領
Unlock the trader which sells random stuff,Skill Descriptions,128,解鎖販賣隨機物品的商人
Survival kit,Skill Names,64,生存套件
Traders sell more medikit and ammo,Skill Descriptions,128,商人販賣更多醫療箱與彈藥
Inventory 2,Skill Names,64,背包 2
Quest devourer,Skill Names,64,任務吞噬者
Increase quest experience by 30%,Skill Descriptions,128,任務經驗值 +30%
Deposit 1,Skill Names,64,儲存 1
You gain 1 more personal chest,Skill Descriptions,128,獲得 1 個額外個人儲藏箱
Deposit 2,Skill Names,64,儲存 2
You gain two more personal chest,Skill Descriptions,128,獲得 2 個額外個人儲藏箱
Tip,Skill Names,64,小費
Increase the reward of quests,Skill Descriptions,128,任務報酬增加
Strong shoulders,Skill Names,64,鐵臂
Increase max weight by 10,Skill Descriptions,128,最大負重 +10
Strong stomach,Skill Names,64,鐵胃
You can eat everything without be irradiated,Skill Descriptions,128,吃任何東西都不受輻射影響
Steel skin,Skill Names,64,鐵皮
Radiations under 90msv/hour don't harm you,Skill Descriptions,128,每小時低於 90msv 的輻射都無法傷害你
Gold digger,Skill Names,64,淘金大師
Greatly increase the amount of items found in chests,Skill Descriptions,128,大幅增加在箱子中找到的物品數量
Cardio,Skill Names,64,有氧運動
Increase stamina by 15 points,Skill Descriptions,128,耐力 +15
Marathon runner,Skill Names,64,馬拉松選手
Consume 30% less stamina while running,Skill Descriptions,128,跑步時耐力消耗 -30%
Mule,Skill Names,64,騾子
You can move while overweighted,Skill Descriptions,128,超重時仍可移動
Agility,Skill Names,64,敏捷
Increase your movement speed by 10%,Skill Descriptions,128,移動速度 +10%
Good finder,Skill Names,64,善於尋找
Slightly increase the amount of items found in chests,Skill Descriptions,128,略微增加箱子內物品數量
Wanderer,Skill Names,64,流浪者
Increase max weight by 5 and gain 5% more expereince,Skill Descriptions,128,最大負重 +5，獲得經驗值 +5%
Sharp eye,Skill Names,64,鷹眼
Increase the amount of secret stash on maps,Skill Descriptions,128,增加地圖上的隱藏儲藏數量
Fast hands,Skill Names,64,快手
Decrease the looting time by 50%,Skill Descriptions,128,搜刮時間 -50%
Fitness,Skill Names,64,健身
Increase your physical stats,Skill Descriptions,256,提高身體素質
+2 stamina per level,Skill Value Descriptions,128,每級 +2 最大耐力
Jogger,Skill Names,64,慢跑達人
Increase stamina and running does not cost stamina if you are under a certain weight,Skill Descriptions,256,提高最大耐力，低負重下奔跑不消耗耐力
